NAME	nGENE	nUMI	biosample_id	donor_id	species	species__ontology_label	disease	disease__ontology_label	organ	organ__ontology_label	library_preparation_protocol	library_preparation_protocol__ontology_label	sex	ventricle	cell_type	cell_type__ontology_label	cell_type_subset__ontology_label
E.3V.V1.Rep1_875	1958	11123	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_878	2516	12913	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_879	2772	18412	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_883	3224	20537	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_886	2141	12794	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_892	2565	15483	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_893	2391	13353	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_895	2444	13726	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_906	2720	14056	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_908	2287	12856	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_909	2216	12620	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_911	2653	16294	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_912	2120	11793	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_918	2034	10956	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_922	2283	14455	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_925	4146	23194	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_926	2490	14414	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_930	2009	11518	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_931	2131	12433	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_936	2415	11795	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_938	2419	14296	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_939	2183	12185	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_947	2307	13109	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_951	4301	31734	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_952	2890	16591	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_953	2647	11616	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_955	2924	17646	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_956	2653	17242	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_959	2459	14862	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_962	1837	10997	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_963	2600	13567	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_964	2197	13038	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_965	1968	11869	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_968	2038	12060	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_972	2826	16601	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_977	2630	14464	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_978	2428	13850	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_982	2411	13936	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_983	2861	16880	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_985	2682	14538	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_986	2529	14943	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_987	2325	14218	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_994	2707	16575	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_995	2354	14154	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1002	2639	16251	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1007	2380	13438	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1011	2052	10940	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1013	2362	15281	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1015	2492	13831	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1019	2173	10406	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1021	586	11744	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1022	3217	21089	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1026	3105	20005	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1028	2589	15271	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1031	2861	16975	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1032	2662	14922	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1034	2777	15841	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1038	2454	15808	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1039	1708	10336	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1042	1940	10101	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1044	2613	17528	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1047	2706	17390	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1048	2533	15614	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1049	1960	11563	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1051	2529	16395	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1053	2516	14532	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1055	3032	12845	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1057	2482	16311	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1059	3022	20022	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1061	2214	13277	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1062	2083	12315	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1063	4773	41494	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1064	2168	13430	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1065	2511	17192	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1068	2082	10264	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1069	2372	12437	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1070	2174	11839	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1072	2620	16206	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1073	2129	12109	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1074	2722	16696	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1076	2659	14348	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1084	1989	10785	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1085	2054	11029	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1086	2331	11372	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1088	3206	19565	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1089	2678	15239	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1092	2307	13891	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1094	2273	12707	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1096	1904	10821	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1098	2299	11919	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1099	2658	16609	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1102	2114	11056	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1109	2565	14050	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1110	2901	11629	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1112	2217	14678	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1115	2267	12149	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1122	2378	13277	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1123	3129	18739	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1125	2562	14797	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1130	2153	11884	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1132	2433	13282	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1135	2423	15661	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1136	2596	15422	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1137	2985	18224	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
E.3V.V1.Rep1_1139	3108	15178	E.3V.V1.Rep1	V1_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009901	10x 3' v1 sequencing	mixed	DCP	CL_0000066	epithelial cell	
